nome_produto,marca,segmento,categoria,subcategoria
Moldeira Dupla para Flúor ,,Dentista,Prevenção e Profilaxia,Equipamentos para Profilaxia
Moldeira Dupla para Flúor Mista ,,Dentista,Prevenção e Profilaxia,Equipamentos para Profilaxia
Kit Moldeira Perfurada Total Autoclavável ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Parcial Giratória Perfurada Alumínio ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Parcial Perfurada Adulto Alumínio ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Parcial Perfurada Adulto Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Perfurada Adulto Inox Dentado ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Perfurada Adulto Inox Dentado ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Perfurada Adulto Inox Desdentado ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Perfurada Adulto Plástico ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Perfurada Infantil Alumínio ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Perfurada Parcial Autoclavável ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Lisa Adulto em Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Lisa Adulto em Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Lisa Adulto Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Lisa Adulto Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Lisa Adulto Inox Desdentado ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Lisa Infantil em Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulta em Plástico ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto Alumínio ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto Alumínio Dentado ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto em Alumínio ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto em Alumínio ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto em Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto em Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto em Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto Inox ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto Inox Desdentado ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Adulto Plástico ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada de Plástico ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada de Plástico ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada N03 ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada N04 ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada N05 ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada N06 ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Moldeira Total Perfurada Nylon ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Montador Mini Pilar Padrão Angulado ,,Dentista,Implantodontia,Componente Protético
Mordedor para Alinhadores OrhtoChewie ,,Dentista,Ortodontia,Acessórios Ortodônticos
Mordedor para Alinhadores OrthoChewie ,,Dentista,Ortodontia,Acessórios Ortodônticos
Mostruário de Cores Elástico Antimicrobiano ,,Dentista,Ortodontia,Acessórios Ortodônticos
Conjunto de Clips de Cabo ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Módulo para Cirurgia Piezoelétrica Piezomed Plus SA,,Dentista,Equipamentos e Peças de Mão,Sistemas Ultrassônicos e Sônicos
Motor Cirúrgico Implante BLM350 ,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor Cirúrgico Implante/Endo Master ,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor Cirúrgico Para Implante 600 Baby Brushless Led ,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor de Implante Avanti ,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor de Implante e Cirúrgico Implantmed Plus SI,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor de Implante e Cirúrgico Implantmed Plus SI,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor de Implante e Cirúrgico Implantmed SI,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor de Implante e Cirúrgico Implantmed SI,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor Endo A Class ,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor Endodôntico com Contra Ângulo e Localizador Apical E,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Motor Endodôntico com Localizador Apical Gold Reciproc ,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor Endodôntico com Localizador Apical Sensory ,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor Endodôntico Endus Duo R ,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor Endodôntico Sensory Pro,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor Endodôntico Silver Reciproc ,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
Motor Endodôntico X,,Dentista,Equipamentos e Peças de Mão,Motores Elétricos e Pneumáticos
NDP Solução Endodôntica ,,Dentista,Endodontia,Irrigação e Aspiração
Óleo de Girassol 100ml ,,Dentista,Harmonização Orofacial,Dermocosméticos
Óleo de Girassol 200ml ,,Dentista,Harmonização Orofacial,Dermocosméticos
Opacificador Opak ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Caracterização
Resina IPS Empress Direct Opacificador ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Caracterização
Óxido de Zinco ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Óxido de Zinco ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Óxido de Zinco ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Papel Crepado para Esterilização 100x100cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 120x120cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 20x20cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 30x30cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 30x30cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 40x40cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 40x40cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 50x50cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 50x50cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 60x60cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 75x75cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 80x80cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 90x90cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Papel Crepado para Esterilização 90x90cm ,,Dentista,Biossegurança,Embalagem para Esterilização
Parafuso Fixação no Implante CM 1.6mm ,,Dentista,Implantodontia,Componente Protético
Parafuso Fixação no Implante HE 2.0mm ,,Dentista,Implantodontia,Componente Protético
Parafuso Fixação no Mini Pilar 1.4mm ,,Dentista,Implantodontia,Componente Protético
Parafuso Fixação no Pilar Multi,,Dentista,Implantodontia,Componente Protético
Parafuso Mini Pilar ,,Dentista,Implantodontia,Componente Protético
Parafuso Mini Pilar Angulado HE 2.0mm ,,Dentista,Implantodontia,Componente Protético
Parafuso Mini Pilar Padrão CM ,,Dentista,Implantodontia,Componente Protético
Parafuso para Enxerto e Fixação ,,Dentista,Implantodontia,Biomateriais e Regeneração Óssea
Parafuso Pilar de Retenção O,,Dentista,Implantodontia,Componente Protético
Parafuso Pilar Multi Unit CM 1.6mm ,,Dentista,Implantodontia,Componente Protético
Parafuso Pilar TG ,,Dentista,Implantodontia,Componente Protético
Parafuso Saca Pilar para Componentes Cone Morse ,,Dentista,Implantodontia,Componente Protético
Parafuso Quadrado HE ,,Dentista,Implantodontia,Componente Protético
"Parafuso Quadrado He 5,0 ",,Dentista,Implantodontia,Componente Protético
Parafuso Sextavado HE ,,Dentista,Implantodontia,Componente Protético
Parafuso Transferente Moldeira Aberta Mini Pilar 1.4mm ,,Dentista,Implantodontia,Componente Protético
Parafuso Transferente Moldeira CM e LZ ,,Dentista,Implantodontia,Componente Protético
Parafuso Transferente Moldeira HE ,,Dentista,Implantodontia,Componente Protético
Paramonoclorofenol ,,Dentista,Endodontia,Medicamentos Endodônticos
Paramonoclorofenol Canforado ,,Dentista,Endodontia,Medicamentos Endodônticos
Paramonoclorofenol Canforado ,,Dentista,Endodontia,Medicamentos Endodônticos
Paramonoclorofenol com Furacin ,,Dentista,Endodontia,Medicamentos Endodônticos
Passa Fio ,,Dentista,Higiene Oral,Fios e Fitas Dentais
Passa Fio Dental Powerline ,,Dentista,Higiene Oral,Fios e Fitas Dentais
Passa Fio Gum Eez,,Dentista,Higiene Oral,Fios e Fitas Dentais
Passa Fio Soft Needle ,,Dentista,Higiene Oral,Fios e Fitas Dentais
Passador de Fio Dental ,,Dentista,Higiene Oral,Fios e Fitas Dentais
Passador de Fio Dental Blister ,,Dentista,Higiene Oral,Fios e Fitas Dentais
Pasta Zinco,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Moldagem
Pasta Endo PTC ,,Dentista,Endodontia,Acessórios para Endodontia
Pasta Endo PTC ,,Dentista,Endodontia,Acessórios para Endodontia
Pasta Endo PTC ,,Dentista,Endodontia,Acessórios para Endodontia
Pasta Endo PTC Gel ,,Dentista,Endodontia,Acessórios para Endodontia
Pasta Endo PTC Gel ,,Dentista,Endodontia,Acessórios para Endodontia
Pasta Endo PTC Gel Leve ,,Dentista,Endodontia,Acessórios para Endodontia
Pasta de Polimento ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento 1 Seringa ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamantada ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamantada ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamantada Diamond Pro 3G ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamantada Potenza Specchi PRO ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamond AC I e AC II ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamond Clin ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamond Excel ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamond Gloss ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamond Paste ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamond R ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Diamond Universal ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Illumina 3g ,,Dentista,Prótese Clínica e Reabilitação Oral,Pastas e Géis Profiláticos
Pasta de Polimento Lysdiamond ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Poligloss ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Potenza Specchi AL ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Potenza Specchi Argilla PRO ,,Dentista,Dentística e Estética,Acabamento e Polimento
"Pasta de Polimento Potenza Specchi Pro 0,5 a 1,5 Microns ",,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Potenza Specchi Pro 5 a 10 Microns ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Potenza Specchi UNO&DUE ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Prisma Gloss ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Ultrafina Diamond Excel ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Universal ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta de Polimento Universal ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta Nanodiamantada para Polimento Eagle Diamond ,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta Para Micro,,Dentista,Dentística e Estética,Acabamento e Polimento
Pasta para Microabrasão Potenza Abrasione ,,Dentista,Dentística e Estética,Acabamento e Polimento
