nome_produto,marca,segmento,categoria,subcategoria
Pote Dappen de Plástico ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen de Silicone Grande ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen de Silicone Pequeno ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen de Vidro ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen de Vidro ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen de Vidro ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen de Vidro Azul ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen de Vidro Incolor ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen de Vidro Incolor ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen Dedal ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen Plástico ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen Plástico ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen Silicone Grande ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen Silicone Pequeno ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Dappen Vidro Incolor ,,Dentista,Dentística e Estética,Acessórios para Dentística
Pote Paladon de Plástico ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Pote Paladon de Silicone com Tampa ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Pote Paladon de Silicone com Tampa ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Pote Paladon de Silicone com Tampa ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Pote Paladon de Silicone com Tampa Azul Claro ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Pote Paladon de Vidro ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Pote Paladon de Vidro ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Pote Paladon de Vidro Com Tampa ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Pote Paladon de Vidro Com Tampa ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Pote Paladon Incolor com Tampa ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Preenchedor,,Dentista,Harmonização Orofacial,Preenchedores Faciais
Prensa a Ar Air Press EDG Bivolt ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa Auxiliar em Alumínio ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa Auxiliar para Prótese ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa Cocção ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa de Bancada ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa de Bancada Para 2 Muflas ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa Fácil para Injeção Cerâmica Analógica ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa Hidráulica ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa Hidráulica ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa Hidráulica Maxx 2 ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa para Cocção Zincada ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa Pneumática Evolution Press ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prensa Propress ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Prótese Removível
Prolongador de Brocas ,,Dentista,Implantodontia,Instrumentais para Implantodontia
Propé Amarelo 30GR ,,Dentista,Biossegurança,Equipamentos de Proteção Individual (EPIs)
Propé Descartável 20G Colorido ,,Dentista,Biossegurança,Equipamentos de Proteção Individual (EPIs)
Propé Descartável Branco 30g ,,Dentista,Biossegurança,Equipamentos de Proteção Individual (EPIs)
Propé Descartável Colorido 30G ,,Dentista,Biossegurança,Equipamentos de Proteção Individual (EPIs)
Protetor de Bráquetes Fix Comfort ,,Dentista,Ortodontia,Acessórios Ortodônticos
Protetor de Bráquetes Orthoprotect ,,Dentista,Ortodontia,Acessórios Ortodônticos
Protetor de Bráquetes Top Comfort ,,Dentista,Ortodontia,Acessórios Ortodônticos
Protetor de Luz para Radii Xpert ,,Dentista,Equipamentos e Peças de Mão,Fotopolimerizadores
Protetor de Luz Valo Cordless Light Shield ,,Dentista,Equipamentos e Peças de Mão,Fotopolimerizadores
Protetor de Luz Valo Light Shield ,,Dentista,Equipamentos e Peças de Mão,Fotopolimerizadores
Protetor de Mangueira ,,Dentista,Consultorio Odontológico,Acessórios para Equipamentos
Protetor de Silicone Matriz Universal ,,Dentista,Dentística e Estética,Sistemas de Matriz
Protetor de Silicone Triangular Unimatrix R ,,Dentista,Dentística e Estética,Sistemas de Matriz
"Protetor de Tireóide Adulto 0,25mm ",,Radiologia,Imagem e Radiologia,Proteção Radiológica
Protetor Tireóide Adulto ,,Radiologia,Imagem e Radiologia,Proteção Radiológica
Protetor Tireóide para Paciente Adulto ,,Radiologia,Imagem e Radiologia,Proteção Radiológica
Protetor Tireóide para Paciente Infantil ,,Radiologia,Imagem e Radiologia,Proteção Radiológica
Protetor do Mini Pilar 4.8mm ,,Dentista,Implantodontia,Componente Protético
Escudo Facial Standard Transparente ,,Dentista,Biossegurança,Equipamentos de Proteção Individual (EPIs)
Protetor Facial ProFace com Lupa ,,Dentista,Biossegurança,Equipamentos de Proteção Individual (EPIs)
Protetor Facial Transparente com Elástico ,,Dentista,Biossegurança,Equipamentos de Proteção Individual (EPIs)
Hidratante Labial Potenza Idrata ,,Dentista,Prevenção e Profilaxia,Pastas e Géis Profiláticos
Protetor Labial ,,Dentista,Prevenção e Profilaxia,Pastas e Géis Profiláticos
Protetor Labial Liplys ,,Dentista,Prevenção e Profilaxia,Pastas e Géis Profiláticos
Protetor Labial Liplys Tutti,,Dentista,Ortodontia,Acessórios Ortodônticos
Protetor Ocular Gota ,,Dentista,Equipamentos e Peças de Mão,Fotopolimerizadores
Protetor Ocular Raquete ,,Dentista,Equipamentos e Peças de Mão,Fotopolimerizadores
Protetor Ocular Raquete ,,Dentista,Equipamentos e Peças de Mão,Fotopolimerizadores
Protetor Pulpar Theracal LC ,,Dentista,Endodontia,Acessórios para Endodontia
PRP Solução Endodôntica ,,Dentista,Endodontia,Irrigação e Aspiração
Pulseira para Terapia ILIB ,,Dentista,Harmonização Orofacial,Acessórios para Harmonização Orofacial
Radiofrequência Multipolar e Multifrequência Límine ,,Dentista,Harmonização Orofacial,Acessórios para Harmonização Orofacial
Recipiente para Solução de Limpeza Azul ,,Dentista,Equipamentos e Peças de Mão,Sistemas Ultrassônicos e Sônicos
Recipiente Transparente de Água AIRFLOW® One ,,Dentista,Equipamentos e Peças de Mão,Sistemas Ultrassônicos e Sônicos
Recipiente Transparente de Água AIRFLOW® Prophylaxis Master ,,Dentista,Equipamentos e Peças de Mão,Sistemas Ultrassônicos e Sônicos
Recipiente Y ,,Radiologia,Imagem e Radiologia,Processamento de Filmes
Recortador de Gesso com Irrigação Automática ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Recortador de Gesso Com Politriz e Irrigação Automática ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Recortador De Gesso Diamond ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Recortador de Gesso Diamond Prime ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Recortador de Gesso Evolution ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Recortador de Gesso Evolution Diamond Disc ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Recortador de Gesso MT Plus Marathon ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Recortador de Gesso MT3 Marathon ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Recortador De Gesso Premium ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Recortador De Gesso Turbo Plus ,,Laboratório,Equipamentos para Laboratório,Equipamentos para Moldagem e Modelos
Kit Reembasador Cold Liner Reembase ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Kit Reembasador Cold Liner Reembase ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Kit Reembasador Dentusoft ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Kit Reembasador Soft Provisório ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Kit Reembasador Soft Rebase ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Kit Reembasador Ufi Gel SC ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Primer Silagum Comfort ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Coe Comfort ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Coe Soft ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Fast II Light Pink Kit ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Kooliner Rígido ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador New Truliner ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Silagum Comfort ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Sofreliner Tough Kit Medium ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Trusoft ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Ufi Gel Hard C Kit ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Ufi Gel P ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Reembasador Ufi Gel SC ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Reembasamento
Refil de Espuma Para Tamborel ,,Dentista,Endodontia,Acessórios para Endodontia
Refil de Tamborel ,,Dentista,Endodontia,Acessórios para Endodontia
Refil para Destilador de Água Multidem ,,Dentista,Equipamentos e Peças de Mão,Equipamentos para Consultório
Régua Anel Endodôntica Milimetrada ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Anel Endodôntica Milimetrada de Plastico ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Anel Endodôntica Milimetrada de Plastico com Tamborel ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua de Alumínio Milimetrada Endodôntica ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Calibradora ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Calibradora ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Calibradora Intermedium ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Calibradora Milimetrada Plástica ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada 3 Furos ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodontica Milimetrada Alumínio ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada Alumínio ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada Alumínio 30mm ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada Alumínio 40mm ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada Alumínio 40mm ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada Calibradora ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada Calibradora com Guilhotina ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada Colors ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada de Plastico Autoclove ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Endodôntica Milimetrada para Pulso de Plastico com Tamborel ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Milimetrada Endodôntica Endofit ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Plástica Flexível ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Plástica Milimetrada Endodôntica ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Plástica Milimetrada Endodôntica ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Plástica Transparente Endodôntica ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Calibradora ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua de Proporção Aurea Black Diamond ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua de Proporção Áurea ,,Dentista,Endodontia,Instrumentais Endodônticos
Régua Fox com Arco ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Régua Fox com Arco ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Régua Fox com Arco ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Régua Fox com Arco ,,Dentista,Prótese Clínica e Reabilitação Oral,Instrumentos para Prótese
Removedor de Manchas Tartarit 30Ml ,,Dentista,Dentística e Estética,Clareadores Dentais
Removedor de Manchas Whiteness RM ,,Dentista,Dentística e Estética,Clareadores Dentais
Renovador Smart Booster ,,Dentista,Harmonização Orofacial,Acessórios para Harmonização Orofacial
Líquido Autopolimerizável com Crosslink ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Líquido Autopolimerizável Com Crosslink 500Ml ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Líquido Autopolimerizável com Crosslink 5L ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Líquido Autopolimerizável com Crosslink Lata 1L ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Líquido Autopolimerizável Ortodôntico ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Líquido Autopolimerizável sem Crosslink ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Líquido Autopolimerizável Sem Crosslink 500Ml ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Líquido Autopolimerizável sem Crosslink Lata 1L ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Líquido Autopolimerizável sem Crosslink Lata 5L ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Orto Clas Tradicional Líquido 250ml ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Polident Líquido 30ml ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Polident Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizante Jet Color ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Alike Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Flash Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Flash Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Flash Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Flash Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet  Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizàvel Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizàvel Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizàvel Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Líquida TermoCril sem Crosslink ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Dencor Lay Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Dencôr Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Duralay Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Líquida com Cross Link + Fluorescente para Provisórios ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Pattern Bright Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Pattern Resin LS ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Pattern Resin LS Refil ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Refine Bright Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Refine Bright Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica VIPI Flash Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Vipi Wave Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Orto ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Orto ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Orto ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Autopolimerizável Ortodôntica ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Autopolimerizável Ortodôntica ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Autopolimerizável Ortodôntica 225g ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Ortodôntica 80g ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Autopolimerizável Ortodôntica Concentrada 20g ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Auto Pattern Bright Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Alike ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Alike Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável em Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizàvel em Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizàvel em Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Fluorescente Orto ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Jet Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Pó ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Autopolimerizável Pó 1kg ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Autopolimerizável Pó 25G Vermelha ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Pó 450g ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Autopolimerizável Resinlay Speed Pattern ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Cop Clas ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Dencôr em Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Dencor Lay em Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Duralay em Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Resinlay Speed ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Kit Resina Acrílica Duralay Pó e Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Kit Resina Acrílica Pattern Bright ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Kit Resina Acrílica Pattern Resin LS ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Kit Resina Acrílica Pattern Resin LS ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Pattern Bright Kit,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Autopolimerizável Resinlay Speed Pattern Kit ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Refine Bright Kit Com Pó e Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Bivalente ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Bivalente ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Bivalente Destacor para Provisórios ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Bivalente Destacor para Provisórios ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Bivalente Líquida 65 ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Fotopolimerizável Resinlay Pasta Pattern Photo ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Fotopolimerizável Resinlay Pattern Photo Gel ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Fotopolimerizável Resinlay Pattern Photo Gel Rosa ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Gel Superlay ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Onda Cryl ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Onda Cryl com Crosslink ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Orto,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Orto Clas ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Orto Clas com Crosslink ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Orto Clas Ecológica ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Orto Clas Ecológica Kit ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Líquido Termopolimerizável com Crosslink ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Líquido Termopolimerizável Com Crosslink 500Ml ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Líquido Termopolimerizável com Crosslink Lata 1L ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Líquido Termopolimerizável sem Crosslink ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Líquido Termopolimerizável Sem Crosslink 500Ml ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Líquido Termopolimerizável sem Crosslink Lata 1L ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Líquido Termopolimerizável sem Crosslink Lata 5L ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termo Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termo Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Diamond D ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Diamond D ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Líquida ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Vipi Cril Plus Líquido ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Destacar Termopolimerizável para Gengiva ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Destacar Termopolimerizável para Gengiva ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Destacar Termopolimerizável para Gengiva ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Gengiva STG Kit ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Gengiva Termopolimerizável STG Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Gengiva Termopolimerizável STG Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
"Resina Acrílica Autopolimerizável Flash Pó Rosa 2,250Kg ",,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Cril Plus Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Diamond D ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
